Work ID,URL,Title,Authors,Fandoms,Language,Warnings,Ratings,Categories,Characters,Relationships,Tags,Words,Date Published,Date Updated,Chapters,Comments,Kudos,Bookmarks,Hits,Collections,Completion Status
50372386,https://archiveofourown.org/works/50372386,"Men Fear Me, Fish Want Me",Koiichaser_lucorinth,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Mòběi-jūn;Shàng Qīnghuá;Shěn Jiǔ | Original Shěn Qīngqiū,Mòběi-jūn/Shàng Qīnghuá;Shěn Jiǔ | Original Shěn Qīngqiū & Shang Qinghua,Alternate Universe - Merpeople;MoShang - Freeform;moshang Big Bang 23;Big Bang Challenge;mermaid Shang Qinghua;mermaid mobei-jun;Goldfish Shang Qinghua;Monster Mobei-Jun;Cultural Differences;Cultural Misunderstandings;Monsterfucking;Mating Cycles/In Heat;Mating Run;Violence;Bottom Shàng Qīnghuá;Top Mòběi-jūn;Unreliable Narrator;Oblivious Shàng Qīnghuá;more tws in notes;Mildly Dubious Consent;Worldbuilding;Hurt/Comfort;Whump;(Mostly In First Chapter),25971,2023.09.27,28 Sep 2023,2/2,44,419,99,2652,0,Complete
50351998,https://archiveofourown.org/works/50351998,God's Tears - Extras,Hayate,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,F/M;M/M;Multi,Shàng Qīnghuá;Mòběi-jūn;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;OFC,Mòběi-jūn/Shàng Qīnghuá;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Fluff;mostly - Freeform;Some comedy;this is just downtime after the other comic,0,2023.09.26,03 Oct 2023,2/6,29,104,4,882,0,Incomplete
50325274,https://archiveofourown.org/works/50325274,Attachment Theory,houselesbian,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Enemies to Lovers;Non-Linear Narrative;Alternate Universe - Modern Setting;Shen Jiu/tea;Liu Qingge/challenging his assumptions,8396,2023.09.25,25 Sep 2023,1/1,15,263,55,1034,0,Complete
50336782,https://archiveofourown.org/works/50336782,the horns of a dilemma,lavenderandrue,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M;Multi,Luò Bīnghé;Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Luò Bīnghé;Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Human/Monster Romance;Xenophilia;Monsterfucker Shěn Yuán | Shěn Qīngqiū;Horns;Switching;Top/Bottom Versatile | Switch Luò Bīnghé;Power Bottom Luò Bīnghé;Truth Serum;Sex Pollen;Polyamory Negotiations;The Mortifying Ordeal of Being Known;Identity Reveal;Love Confessions;Cock Warming;Spitroasting;Size Kink;Dual Cultivation is the Cure to Everything (Scum Villain);Overstimulation;Top/Bottom Versatile | Switch Shěn Yuán | Shěn Qīngqiū;Rimming,7509,2023.09.30,30 Sep 2023,1/1,25,341,63,1722,1,Complete
50316460,https://archiveofourown.org/works/50316460,In Search of An Anchor,huntformagic,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shàng Qīnghuá;Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn;Luò Bīnghé,Mòběi-jūn/Shàng Qīnghuá;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū,Deity Shàng Qīnghuá;Light Angst;Angst with a Happy Ending;Cumplane Dynamics;Poisoning;Near Death Experiences;Established Relationship,16310,2023.09.28,28 Sep 2023,12/12,7,91,8,960,0,Complete
50316670,https://archiveofourown.org/works/50316670,No Rest for the Wicked,TheTriaTree,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū;Cāng Qióng Mountain Sect,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Post-Canon;Alternate Universe - Canon Divergence;Canon-Typical Violence;Minor Violence;Tags Are Hard;it's a mess;Crack Treated Seriously;Attempt at Humor,7843,2023.09.25,03 Oct 2023,8/8,34,145,29,1901,0,Complete
50320105,https://archiveofourown.org/works/50320105,How a scum villain hacked the system,Elizabeth_Blackwood,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shàng Qīnghuá;Mòběi-jūn;the System - Character;Shen Yuan;Mù Qīngfāng;Liǔ Míngyān;Shā Huálíng,Mòběi-jūn/Shàng Qīnghuá;Shàng Qīnghuá & System;Shen Yuan & Shang Qinghua;platonic Shang Qinghua/Mu Qingfang;actually Mu Qingfang/everyone;background Luo Binghe/Shen Yuan - Relationship,"BAMF Shàng Qīnghuá;Ace Mobei-Jun;Shàng Qīnghuá-centric;Slow Burn;Fighting the system;Missions;Aphrodisiacs;aphrodisiac-induced sex;Shang Qinghua loves to jerk off thinking about his king;and Mobei-Jun is into it;Shen Yuan knows everything;and Shang Qinghua can apply it;non-traditional gendering;Hacking;good communication;Learning Processes;Betaed;This fic was actually written by the ""co-creator"";but my beloved is far away;and don't know when she will come back from war",58837,2023.09.25,25 Sep 2023,25/25,48,52,7,1107,0,Complete
50296885,https://archiveofourown.org/works/50296885,"i've been a forest fire, i am a forest fire",shenjiu4ever55677,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,Gen,Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū,Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū,Background Bingqiu - Freeform;BUT ITS LIKE MENTIONED ONCE;the inherent horrors of being known and being vulnerable;shen jiu makes a friend!;everyone cheer for him;Alternate Universe - Post-Canon;kind of;idk how to tag yet please bare with me LMAO;the real villain of svsss is MISCOMMUNICATION,2367,2023.09.24,24 Sep 2023,1/1,3,54,7,343,0,Complete
50286616,https://archiveofourown.org/works/50286616,In Her Bedroom After The War,toppingshangqinghua,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,F/F,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alpha/Beta/Omega Dynamics;Alternate Universe - Always a Different Sex;Rule 63;Alpha Shěn Yuán | Shěn Qīngqiū;Omega Luò Bīnghé;Plot What Plot/Porn Without Plot;Dom Top Shen Qingqiu;Intersex Alphas;SQQ has a penis and a vagina;Binghe has huge boobs lol;My first fic in five years is just gay porn amen;Impact Play;the impact play is very mild and only happens once but thought I'd tag anyway;Nipple Play;Vaginal Sex;Vaginal Fingering;Hair-pulling;Luò Bīnghé Has a Shizun Kink;Idiots in Love;Binghe is so cute i want to give her a little kiss;Mating Cycles/In Heat;Get yuri'd idiot;SQQ POV;Breeding Kink;an omegaverse fic with no breeding kink is like an angel with no wings;Poor family planning;Aftercare,3802,2023.09.24,23 Sep 2023,1/1,3,110,10,904,0,Complete
50276425,https://archiveofourown.org/works/50276425,The Wonderland Special Event,randomprose,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Mòběi-jūn;Shàng Qīnghuá;Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū;Original Shàng Qīnghuá;Tiānláng-jūn;Zhúzhī-láng;Sū Xīyán,Mòběi-jūn/Shàng Qīnghuá,Post-Canon;post-airplane extras;Pre-Relationship;pre-moshang get together;alice in wonderland event;System continuously making SQH’s life miserable;Character Study;Getting Together;Humor;Attempt at Humor;Light Angst,9889,2023.09.23,23 Sep 2023,1/1,6,54,12,378,1,Complete
50290297,https://archiveofourown.org/works/50290297,遇龙,Anonymous,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Yuè Qīngyuán;Shěn Jiǔ | Original Shěn Qīngqiū;Qiū Jiǎnluó;Liǔ Qīnggē,Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán,Humor;Comedy;Fluff and Humor;Some angst;Historical Fantasy;Dragon Prince YQY;Happy Ending,1135,2023.09.24,06 Oct 2023,2/5,4,85,17,558,1,Incomplete
50278363,https://archiveofourown.org/works/50278363,[Podfic] Shen Qingqiu's On a Mission,So2Voice,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Other Characters Mentioned,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Silly;Gratuitous Fun with Artifact Names;Getting Together;Podfic of a Threadfic copied from Birdsite;Podfic,9,2023.09.23,23 Sep 2023,1/1,18,31,4,316,0,Complete
50241511,https://archiveofourown.org/works/50241511,"Liu-Shidi, Let Me Kiss You!",starry_stan,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Mù Qīngfāng;yan yixuan;Míng Fān (Scum Villain),Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Fluff;Fluff and Humor;Tooth-Rotting Fluff;soft liushens;Pining Liǔ Qīnggē;POV Shěn Yuán | Shěn Qīngqiū;Implied Sexual Content;nothing explicit tho;unless u count hickeys;liu qingge's borderline horny thoughts;the inherent eroticism of necks;Mind Reading;Pollen;Not sex pollen;basically a flower lets shen qingqiu read liu qingge's mind;Liu Qingge is a Simp;0.1 Seconds of Angst;then it's a fluff fest;as it should b tbh;happy birthday sqq!;you old man;ILY;The Author Regrets Nothing;Author Is Sleep Deprived;staying up the night before an early morning flight just to write this;lqg and sqq waxing lyrical about how beautiful each other are;ok but this is 99.9999999 percent fluff,2970,2023.09.21,21 Sep 2023,1/1,9,219,29,1114,0,Complete
50253409,https://archiveofourown.org/works/50253409,About the news,English is my death (Lena013),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,Gen,Tiānláng-jūn;Sū Xīyán;Shàng Qīnghuá,Sū Xīyán/Tiānláng-jūn;Shàng Qīnghuá & Tiānláng-jūn;Shàng Qīnghuá & Sū Xīyán,Reincarnation;Airplane Bro not Shàng Qīnghuá;Crack Treated Seriously;Luò Bīnghé & Shàng Qīnghuá are family;POV Tiānláng-jūn;Hurt/Comfort;BAMF Shàng Qīnghuá;Female Shàng Qīnghuá;Protective Shàng Qīnghuá;Shàng Qīnghuá Deserves Love;Shàng Qīnghuá Deserves Family;Shàng Qīnghuá Being an Idiot;Chaotic Shàng Qīnghuá;Wild Shàng Qīnghuá,1107,2023.09.22,22 Sep 2023,1/1,3,161,22,722,0,Complete
50246152,https://archiveofourown.org/works/50246152,The Truth (And Everything That Comes With It),Courtroom_Rival,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Mentioned Luò Bīnghé;Identity Reveal;Light Angst;Angst with a Happy Ending;Excessive Drinking;Guilt;Unhealthy Coping Mechanisms;Shen Qingqiu Learns To Have Hard Conversations;Implied/Referenced Character Death;Not Beta Read,4042,2023.09.22,21 Sep 2023,1/1,10,115,11,648,0,Complete
50225836,https://archiveofourown.org/works/50225836,Star-crossed Wires,silversinnbees,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Android Liu Qingge;Chronic Illness;Roommates;Oblivious Shěn Yuán | Shěn Qīngqiū;Fingers in Mouth;Alternate Universe - Cyberpunk;Made up android anatomy;Very gay and sexually repressed robot;Unresolved Sexual Tension;Other Additional Tags to Be Added,10783,2023.09.21,20 Sep 2023,1/?,26,65,16,305,0,Incomplete
50237542,https://archiveofourown.org/works/50237542,"a husky, twin pups, and a kitty cat walk into a house",jalpari,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon);二哈和他的白猫师尊 - 肉包不吃肉 | The Husky and His White Cat Shizun - Meatbun Doesn't Eat Meat,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū;Luò Bīnghé;Original Luò Bīnghé;Chu Wanning;Mo Ran | Mo Weiyu;Xue Meng | Xue Ziming,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;Chu Wanning/Mo Ran | Mo Weiyu;Luò Bīnghé & Original Luò Bīnghé;Luò Bīnghé & Shěn Yuán | Shěn Qīngqiū,Animal Transformation;Tooth-Rotting Fluff;Licking and Scratching and Biting as Love Languages;Feelings Realization;Getting Together;Canon Universe;Crossovers & Fandom Fusions,8772,2023.09.24,04 Oct 2023,4/4,24,83,15,1071,0,Complete
50204281,https://archiveofourown.org/works/50204281,begging,ChezPillow (PillowLord),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Digital Art,37,2023.09.30,30 Sep 2023,1/1,4,31,1,499,1,Complete
50219377,https://archiveofourown.org/works/50219377,slow it down (make it bouncy),azunshi,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Shěn Yuán | Shěn Qīngqiū;Original Luò Bīnghé,Original Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Plot What Plot/Porn Without Plot;Shěn Yuán | Shěn Qīngqiū Has a Vagina;Trans Shěn Yuán | Shěn Qīngqiū;Penis In Vagina Sex;Alternate Universe;Vaginal Sex;Vaginal Fingering;Riding;Pussy Jobs;Top Original Luò Bīnghé;Bottom Shěn Yuán | Shěn Qīngqiū;Established Relationship;Breeding;Creampie;happy birthday shen yuan,3113,2023.09.20,21 Sep 2023,1/1,12,364,36,3184,0,Complete
50207884,https://archiveofourown.org/works/50207884,[Fanart] limbo,gatoe,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Art;Fanart,0,2023.09.20,20 Sep 2023,1/1,4,35,3,89,1,Complete
50213833,https://archiveofourown.org/works/50213833,"You've Got Your Demons, and Darling, They All Look Like Me",Watermelonsmellinfellon,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Mèng Mó | Dream Demon (Scum Villain);Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Angst;Drama;Hurt/Comfort;Angst with a Happy Ending;Identity Reveal;Humor;Misunderstandings;eff the System,6625,2023.09.20,20 Sep 2023,1/1,13,188,43,1286,0,Complete
50204203,https://archiveofourown.org/works/50204203,"Mirror, Cracked",ChezPillow (PillowLord),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū,Shěn Jiǔ | Original Shěn Qīngqiū/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Digital Art,137,2023.09.29,29 Sep 2023,1/1,4,91,3,827,1,Complete
50195077,https://archiveofourown.org/works/50195077,Symmetry,Bideroo,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Liǔ Qīnggē;Yuè Qīngyuán,Liǔ Qīnggē/Yuè Qīngyuán,Post-Canon;There is an Elephant in the room and it is Shen Qingqiu;POV First Person;POV Liǔ Qīnggē;Bittersweet,480,2023.09.28,28 Sep 2023,1/1,11,19,1,147,1,Complete
50195335,https://archiveofourown.org/works/50195335,man's best friend,lunisyl,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Liǔ Qīnggē;Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Luò Bīnghé,Alternate Universe - Modern Setting,2046,2023.09.19,19 Sep 2023,1/1,14,122,13,537,0,Complete
50198383,https://archiveofourown.org/works/50198383,There is nothing I do better (than revenge),Alula (Alu_la),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Original Luò Bīnghé;Shěn Jiǔ | Original Shěn Qīngqiū,Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,Omegaverse;Non-Traditional Alpha/Beta/Omega Dynamics;Alpha/Omega;Empress Shěn Jiǔ | Original Shěn Qīngqiū;Omega Shěn Jiǔ | Original Shěn Qīngqiū;Alpha Original Luò Bīnghé;Master/Pet;slight cnc if you squint,1355,2023.09.29,29 Sep 2023,1/1,11,138,13,1324,1,Complete
50189230,https://archiveofourown.org/works/50189230,Scumbag System Reacts to The Past,NixxieNova,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;鬼滅の刃 | Demon Slayer: Kimetsu no Yaiba (Anime),English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,No category,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn;Shàng Qīnghuá;Shā Huálíng;Tiānláng-jūn;Mèng Mó | Dream Demon (Scum Villain);Zhúzhī-láng;Míng Fān (Scum Villain);Níng Yīngyīng;Liǔ Míngyān;Yuè Qīngyuán;Liǔ Qīnggē;Mù Qīngfāng;Qí Qīngqī;Wèi Qīngwēi,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,,188,2023.09.19,19 Sep 2023,1/?,4,31,5,476,0,Incomplete
50190205,https://archiveofourown.org/works/50190205,Love at First Peach,Cornbro,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Shàng Qīnghuá;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,Shàng Qīnghuá/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Pre-Endless Abyss;Au where Sqh identity got revealed earlier;Sex pollen?;love potion;aphrodisiac;sexual harassment(?);Dubious Consent;Somnophilia;Marathon Sex;Anal Sex;Despite it all this it’s suppose to be funny and smutty (?);is it considered OOC if sqq isn’t himself because he got sex/love pollened?;porn with plot?;Top Shěn Yuán | Shěn Qīngqiū;Bottom Shàng Qīnghuá;the WIP-title was “aphrodicksiac”;Crack;Attempt at Humor,6950,2023.09.22,22 Sep 2023,1/1,18,174,19,1180,0,Complete
50174842,https://archiveofourown.org/works/50174842,When There's Nothing Left,blackflowertea,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,Gen,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Original Luò Bīnghé;Cāng Qióng Mountain Sect;Original Characters,Liǔ Qīnggē & Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé & Shěn Jiǔ | Original Shěn Qīngqiū,Mortal Shen Jiu;Implied/Referenced Child Abuse;Cottagecore;Potential for bingjiu or liujiu or both in the future but it's up in the air;Shěn Jiǔ | Original Shěn Qīngqiū Deserves Happiness;SJ loses his cultivation and copes however he can;Angst and Feels;may update irregularly;Regretti,20100,2023.09.18,04 Oct 2023,6/?,100,574,189,4285,0,Incomplete
50176462,https://archiveofourown.org/works/50176462,Misclick,homeybee,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Shàng Qīnghuá;Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn;Luò Bīnghé;Minor Original Characters - Character;System (Scum Villain),Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,can and should be read as Shang Qinghua/Shen Qingqiu;but like.;Pre-Slash;as always i am pondering the difference between platonic and romantic love;Transmigration;Alternate Universe - Modern Setting;Post-Canon;Canon-Typical Violence;Canon-Typical Unreliable Narration;canon-typical lube usage;Bromance;Some angst;Humor;Good Teacher Shěn Yuán | Shěn Qīngqiū;Acts of Service as a Love Language;Bingqiu is kind of unhinged in this but aren't they always?;Hanging Out;mobei-jun can smell fear;Shàng Qīnghuá Has Anxiety;it's a match made in heaven amiright?;miscommunications;Getting Together;Kissing;Anal Sex;Oral Sex;dom/sub dynamics;Dirty Talk;Bottom Mòběi-jūn;Confessions;Switching;Luò Bīnghé Needs Therapy;Happy Ending;ACAB;No Beta We Die Like GongYi Xiao,24063,2023.09.18,18 Sep 2023,1/1,14,98,11,1101,0,Complete
